Hash64	Hash56	Candidate	IndexSource	MatchKind
0245e0a78ff83208	45e0a78ff83208	ui/generated/widgets/ingame/reticles/reticle18hybrid.lua	hashes/lua/bo6.csv	exact64
0247045db99805d2	47045db99805d2	hud_reticle_glow_center_limax_zoom	hashes/global/bo6.csv	exact64
0247045db99805d2	47045db99805d2	hud_reticle_glow_center_limax_zoom	hashes/global/bo6sp.csv	exact64
0247045db99805d2	47045db99805d2	hud_reticle_glow_center_limax_zoom	hashes/global/bo7.csv	exact64
0247045db99805d2	47045db99805d2	hud_reticle_glow_center_limax_zoom	hashes/global/mwiii.csv	exact64
0247045db99805d2	47045db99805d2	hud_reticle_glow_center_limax_zoom	hashes/xassets/ximages_mw5.csv	exact64
0258826fe31eebc9	58826fe31eebc9	timertext	hashes/global/bo7.csv	exact64
02594ab3a6aa8199	594ab3a6aa8199	contestlight	hashes/global/bo7.csv	exact64
0266a8e9d6a0ce9a	66a8e9d6a0ce9a	scoreboardheader	hashes/global/bo7.csv	exact64
0268b0f8129435ca	68b0f8129435ca	offset	hashes/global/bo7.csv	exact64
026bd5faca816d01	6bd5faca816d01	lua_menu/recharge_fast	hashes/global/bo7.csv	exact64
026bd5faca816d01	6bd5faca816d01	lua_menu/recharge_fast	hashes/global/mwiii.csv	exact64
026f7568983161e0	6f7568983161e0	material	hashes/global/bo4.csv	exact64
026f7568983161e0	6f7568983161e0	material	hashes/global/bo7.csv	exact64
026f7568983161e0	6f7568983161e0	material	hashes/scr/bocw.csv	exact64
026f7568983161e0	6f7568983161e0	material	hashes/xassets/strings.csv	exact64
02786e7c8f828e0d	786e7c8f828e0d	keybind_hold_border	hashes/global/bo6.csv	exact64
02786e7c8f828e0d	786e7c8f828e0d	keybind_hold_border	hashes/global/bo6sp.csv	exact64
02786e7c8f828e0d	786e7c8f828e0d	keybind_hold_border	hashes/global/bo7.csv	exact64
02786e7c8f828e0d	786e7c8f828e0d	keybind_hold_border	hashes/global/mwiii.csv	exact64
02786e7c8f828e0d	786e7c8f828e0d	keybind_hold_border	hashes/xassets/ximages_mw5.csv	exact64
0284adf659a0ac1a	84adf659a0ac1a	lpstore	hashes/global/bo7.csv	exact64
028d1614c4d4cfe4	8d1614c4d4cfe4	unlockcount	hashes/global/bo7.csv	exact64
02a0daca838203f3	a0daca838203f3	prestige_master	hashes/global/bo7.csv	exact64
02b03af87e3f2c17	b03af87e3f2c17	ui/utils/menunavigationtrackingutil.lua	hashes/global/bo6.csv	exact64
02b03af87e3f2c17	b03af87e3f2c17	ui/utils/menunavigationtrackingutil.lua	hashes/global/bo6sp.csv	exact64
02b03af87e3f2c17	b03af87e3f2c17	ui/utils/menunavigationtrackingutil.lua	hashes/global/bo7.csv	exact64
02b03af87e3f2c17	b03af87e3f2c17	ui/utils/menunavigationtrackingutil.lua	hashes/global/mwiii.csv	exact64
02b03af87e3f2c17	b03af87e3f2c17	ui/utils/menunavigationtrackingutil.lua	hashes/lua/bo6.csv	exact64
02b125210c0b2bb1	b125210c0b2bb1	neutrals	hashes/global/bo6sp.csv	exact64
02b3fa0da88329a0	b3fa0da88329a0	options/shader_optimization	hashes/global/bo6.csv	exact64
02b3fa0da88329a0	b3fa0da88329a0	options/shader_optimization	hashes/global/bo6sp.csv	exact64
02b3fa0da88329a0	b3fa0da88329a0	options/shader_optimization	hashes/global/bo7.csv	exact64
02b3fa0da88329a0	b3fa0da88329a0	options/shader_optimization	hashes/global/mwiii.csv	exact64
02b3fa0da88329a0	b3fa0da88329a0	options/shader_optimization	hashes/xassets/xassets_bo6.csv	exact64
02c55b47681de697	c55b47681de697	ability_awareness	hashes/global/bo7.csv	exact64
