Hash64	MaskedHash	Namespace	Candidate	MatchKind	Confidence	Ambiguous	Contexts	Occurrences	Files	Provenance
507450e411e4c245	07450e411e4c245	iw_resource	menu/fence_spinner_in_progress	masked60	resource60	false	function_argument	5	global/sha1_acec1d2268e243fd.lua	literal:external_1_Sourcecode
0074600a8ada96ea	0074600a8ada96ea	typed_lua	bomb_interaction	exact64	generated_exact	false	table_key	3	global/sha1_efa6df4292261f21.lua	composition:token_pair
00788e7371afccc8	00788e7371afccc8	typed_lua	perkpackageenabled	exact64	generated_exact	false	table_key	1	global/sha1_11dc7de79cf9c6e5.lua	index:global/mwiii.csv
2078bc8367c9cad5	078bc8367c9cad5	iw_resource	codaccount/eula_b_title	masked60	resource60	false	table_value	1	global/sha1_4713aa4496ba1719.lua	literal:external_1_Sourcecode
007d903b79c168ca	007d903b79c168ca	typed_lua	kills_cost	exact64	generated_exact	false	table_key	3	global/sha1_4610f07b425b109c.lua	local:source_resolved
60816d521655fc73	0816d521655fc73	iw_resource	menu/reset_all_keybinds_message	masked60	resource60	false	function_argument	1	global/sha1_069bb365edc17e0f.lua	literal:external_1_Sourcecode
008a3abb4e17d078	008a3abb4e17d078	typed_lua	item_count_text	exact64	generated_exact	false	table_key;table_value	2	global/sha1_bbec868343026f1a.lua	key:learned_suffix
208cbb0413ef004b	08cbb0413ef004b	iw_resource	ui.generated.widgets.ingame.reticles.bluedot	masked60	resource60	false	require_arg0	2	global/Luafile_d64bcea60b7ddc8.lua	literal:external_1_Sourcecode
0090e5d306af0671	0090e5d306af0671	typed_lua	maxlevel	exact64	generated_exact	false	animation;table_key;unknown_numeric	5	global/sha1_38fd8c873f853e2e.lua;global/sha1_b140642adf9e8f86.lua	index:global/mwiii.csv
509270fe653dc791	09270fe653dc791	iw_resource	social	masked60	resource60	false	table_value	1	global/Luafile_ef31607dc6156c8.lua	target_local:global/Luafile_ef31607dc6156c8.lua
2094efa27521e395	094efa27521e395	iw_resource	onboarding/mission_challenges	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
0095071071eaac7f	0095071071eaac7f	typed_lua	ret_sat_loot_s3aghillie_thermscope	exact64	generated_exact	false	function_argument;member_id	2	global/Luafile_46b278b9200cea7.lua	target_local:global/Luafile_46b278b9200cea7.lua
00966b6d749e0d22	00966b6d749e0d22	typed_lua	operatorselectcommand	exact64	generated_exact	false	table_key	3	global/sha1_ec0c2c197287e47c.lua	key:learned_suffix
0097391b16eab149	0097391b16eab149	typed_lua	greater_than	exact64	generated_exact	false	table_key	3	global/sha1_1a881f7b019ac1bf.lua	source:global/sha1_15d75a4300422730.lua
0097e3aebd53b303	0097e3aebd53b303	typed_lua	notificationoff	exact64	generated_exact	false	animation;table_key	7	global/sha1_8b346bf1dd7a99d2.lua	literal:external_1_Sourcecode
0097fa88813bf347	097fa88813bf347	iw_resource	weapon/tracer_shadow	masked60	resource60	false	table_value	1	global/sha1_04c9c11b140767b5.lua	literal:external_1_Sourcecode
009ba4d1ba52a40c	009ba4d1ba52a40c	typed_lua	genericbuttontextcolor	exact64	generated_exact	false	table_key	6	global/sha1_301932bdfeb597c9.lua	key:learned_prefix
209c3c136478fed4	09c3c136478fed4	iw_resource	onboarding/sprays_desc_3	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
209c3d1364790087	09c3d1364790087	iw_resource	onboarding/sprays_desc_2	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
209c3e136479023a	09c3e136479023a	iw_resource	onboarding/sprays_desc_1	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
00a1f6333cb6b64e	00a1f6333cb6b64e	typed_lua	icons_list	exact64	generated_exact	false	table_key;table_value	31	global/sha1_31f24225e4e1d698.lua	key:field
00a9162cf83aa99f	00a9162cf83aa99f	typed_lua	emblemscenetemplate	exact64	generated_exact	false	table_key	1	global/sha1_5acc04fc83d9e8e1.lua	local:source_resolved
00ab1d0bff079e76	00ab1d0bff079e76	typed_lua	hud_bounds	exact64	generated_exact	false	table_key;table_value	19	global/sha1_4edb8549fc0b498c.lua;global/sha1_657ec7b3312f2894.lua;global/sha1_68e6cdf7e3aca0ae.lua	target_local:global/sha1_657ec7b3312f2894.lua
00ac1d5ff937d979	00ac1d5ff937d979	typed_lua	heronammocounterrtt	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	token:lua
00b18123d1af2990	00b18123d1af2990	typed_lua	equipped_color	exact64	generated_exact	false	table_key;table_value	2	global/sha1_0568bc25778f5f18.lua	source:global/sha1_ba9ccf25086c2392.lua
00bc2793afcf5678	00bc2793afcf5678	typed_lua	cost_string	exact64	generated_exact	false	table_key;table_value	7	global/sha1_4e108acfe3672b15.lua	key:learned_suffix
50bed016d9d09830	0bed016d9d09830	iw_resource	ui.generated.widgets.ingame.gunscreens.gunscreenrankedwins	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
00c46fe73c6c0458	00c46fe73c6c0458	typed_lua	setstreamreplacementmaterial	exact64	generated_exact	false	table_key	7	global/sha1_04c9c11b140767b5.lua;global/sha1_249b4cc77e119c05.lua;global/sha1_54827d6f60de3f2e.lua;global/sha1_a3990175719557b8.lua;global/sha1_ec0c2c197287e47c.lua	target_local:global/sha1_54827d6f60de3f2e.lua
00d041a8b44ce3dc	00d041a8b44ce3dc	typed_lua	challenge_height	exact64	generated_exact	false	table_key;table_value	4	global/sha1_24af6e191e879d0c.lua	composition:token_pair
60d1186b80ce5246	0d1186b80ce5246	iw_resource	lua_menu/host_enabled_crossplay	masked60	resource60	false	function_argument	1	global/sha1_3fafbb8e2d243179.lua	literal:external_1_Sourcecode
50d2f2da0ba0f923	0d2f2da0ba0f923	iw_resource	ui.generated.widgets.bindingpreviewlayout	masked60	resource60	false	require_arg0	1	global/sha1_da1610d8eacaa912.lua	literal:external_1_Sourcecode
00d39f6110eefc09	00d39f6110eefc09	typed_lua	active_mission_index	exact64	generated_exact	false	table_key;table_value	5	global/sha1_4ffa8104d2167926.lua	key:field
00d6852755e9247b	00d6852755e9247b	typed_lua	activemid	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
00d78b83dcac8f8b	00d78b83dcac8f8b	typed_lua	isthai	exact64	generated_exact	false	table_key	1	global/sha1_411410c112c44078.lua	token:external_1_blackops6data
60dc26ec00ce23a3	0dc26ec00ce23a3	iw_resource	lua_menu/lpc_enable_crossplay_message	masked60	resource60	false	function_argument	1	global/sha1_acec1d2268e243fd.lua	literal:external_1_Sourcecode
10dc78bd0e32133a	0dc78bd0e32133a	iw_resource	ui.generated.widgets.mousecursortooltip	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
00dda71f4c3b66a3	00dda71f4c3b66a3	typed_lua	threedlootpreviewconfig	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
60df060f5f4e7a87	0df060f5f4e7a87	iw_resource	ui.generated.widgets.genericsliderwitheditbox	masked60	resource60	false	require_arg0	4	global/sha1_0fa4c3f882ed13e6.lua	literal:external_1_Sourcecode
00dfc66586452b59	00dfc66586452b59	typed_lua	contextualactionslist	exact64	generated_exact	false	table_key	2	global/sha1_4aebca11704ae6d0.lua	key:field
00e0960145c54bc9	00e0960145c54bc9	typed_lua	globalpanelplayer_tab	exact64	generated_exact	false	table_value	1	global/sha1_a8cbda6511458789.lua	key:learned_suffix
00e6436c5fade8fd	00e6436c5fade8fd	typed_lua	reticlecrosshairsingle	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
20e6b753dbecf815	0e6b753dbecf815	iw_resource	lua_menu/lpc_crossplay_recommended_message	masked60	resource60	false	function_argument	1	global/sha1_acec1d2268e243fd.lua	literal:external_1_Sourcecode
00e6c2ea8b740514	00e6c2ea8b740514	typed_lua	buystationperkpackageenabled	exact64	generated_exact	false	table_key	1	global/sha1_411410c112c44078.lua	token:external_1_Sourcecode
30e8dae370e2f324	0e8dae370e2f324	iw_resource	lua_menu_mp/rules_multiplier	masked60	resource60	false	function_argument	1	global/sha1_8ed4ef7fc7336c17.lua	literal:external_1_Sourcecode
00f1b65b2ad7925f	00f1b65b2ad7925f	typed_lua	ftue_icon	exact64	generated_exact	false	table_key;table_value	3	global/sha1_4f7046326cf1206d.lua;global/sha1_5471fdf4d1b76a9f.lua	composition:token_pair
30ff01d8cf6400ab	0ff01d8cf6400ab	iw_resource	ui.generated.widgets.scrollbar.pip	masked60	resource60	false	require_arg0	2	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
0102d44ad8068961	0102d44ad8068961	typed_lua	killstreakequip	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
210a3b32004cd8c8	10a3b32004cd8c8	iw_resource	onboarding/tutorial_plunder_3_point_1	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
210a3d32004cdc2e	10a3d32004cdc2e	iw_resource	onboarding/tutorial_plunder_3_point_3	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
010a5732ab1dae9f	010a5732ab1dae9f	typed_lua	hasactivelocalclient	exact64	generated_exact	false	table_key	5	global/sha1_20c43eeaed32c1d3.lua	token:external_7_h2-dump
011071ae89134789	011071ae89134789	typed_lua	is_earned	exact64	generated_exact	false	table_key;table_value	14	global/sha1_59ab1dddc20842ba.lua;global/sha1_8fbfeda55bd48052.lua;global/sha1_98c3b9ed8aa7870d.lua;global/sha1_b4fb581d8dc7314d.lua;global/sha1_f299fb64aced2aaa.lua;global/sha1_f4e83d86f082c27b.lua	target_local:global/sha1_59ab1dddc20842ba.lua
51165efd085fa760	1165efd085fa760	iw_resource	lua_menu/product_not_available	masked60	resource60	false	function_argument	2	global/sha1_acec1d2268e243fd.lua	literal:external_1_Sourcecode
01167737884b54a2	01167737884b54a2	typed_lua	unread	exact64	generated_exact	false	table_key	3	global/sha1_8a626e073949777f.lua	token:external_2_src-2025-10-10
011d0ac2f25d998e	011d0ac2f25d998e	iw_resource	ui.generated.widgets.genericborderframe	exact64	generated_exact	false	require_arg0	1	global/sha1_b97ae16fb0442696.lua	literal:external_1_Sourcecode
01212a0426e2e83c	01212a0426e2e83c	typed_lua	printmoduleload	exact64	generated_exact	false	table_key	3	global/sha1_1e24634bc8c923bf.lua	token:external_7_h2-dump
212b18d6a58101fa	12b18d6a58101fa	iw_resource	ui.generated.widgets.ingame.reticles.extrareticles.reticleoutercirclesmalllines	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
0131bff0b26ba4d1	0131bff0b26ba4d1	typed_lua	helptext	exact64	generated_exact	false	table_key;unknown_numeric	15	global/sha1_0fa4c3f882ed13e6.lua	literal:external_1_Sourcecode
013866bb0132bf57	013866bb0132bf57	typed_lua	getloadoutmenuref	exact64	generated_exact	false	table_key	8	global/sha1_04c9c11b140767b5.lua	key:field
113a2d92df6523f1	13a2d92df6523f1	iw_resource	ui.generated.widgets.frontend.social.channels.channelmembers	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
013b7aabc77b5114	013b7aabc77b5114	typed_lua	bindingpreviewbuttongreater	exact64	generated_exact	false	table_key;unknown_numeric	3	global/sha1_f6e1053550e13945.lua	literal:external_1_Sourcecode
713e1bda2405ad3e	13e1bda2405ad3e	iw_resource	ui.generated.widgets.ingame.reticles.jupiter.jup_hsierra_scope	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
0141ec96680da3f8	0141ec96680da3f8	iw_resource	weapon/tracer_morte	exact64	generated_exact	false	table_value	1	global/sha1_04c9c11b140767b5.lua	literal:external_1_Sourcecode
01452ed5992849c0	01452ed5992849c0	typed_lua	buystationupgradeenabled	exact64	generated_exact	false	table_key	1	global/sha1_411410c112c44078.lua	token:external_1_Sourcecode
014c0879e5cde787	014c0879e5cde787	typed_lua	edratio	exact64	generated_exact	false	table_key;table_value	4	global/sha1_3ba8725496976490.lua	literal:lua
01578d1e54aaf91d	01578d1e54aaf91d	typed_lua	needfixup	exact64	generated_exact	false	table_key	5	global/sha1_026f1db5fec0069a.lua	token:external_1_Sourcecode
115ec0813f38fb13	15ec0813f38fb13	iw_resource	ui.generated.widgets.genericbutton	masked60	resource60	false	require_arg0	23	global/sha1_0fa4c3f882ed13e6.lua	literal:external_1_Sourcecode
015f3022e740c6c2	015f3022e740c6c2	typed_lua	isrealismcoremp	exact64	generated_exact	false	table_key	1	global/sha1_411410c112c44078.lua	token:external_1_Sourcecode
015f70c5511eb362	15f70c5511eb362	iw_resource	onboarding/tutorial_plunder_1_point_1	masked60	resource60	false	table_value	1	global/sha1_5170bf2570400ded.lua	literal:external_1_Sourcecode
0160fdcc0a9f900c	160fdcc0a9f900c	iw_resource	ui.generated.widgets.ingame.reticles.jupiter.jup_las_fourx	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
01645f530fdc8de1	01645f530fdc8de1	typed_lua	killscolor	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
71652659db1095c1	1652659db1095c1	iw_resource	ui.generated.widgets.ingame.reticles.reticlethermal01paranormal	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
0166f9dcaae3208c	0166f9dcaae3208c	typed_lua	bounty_text	exact64	generated_exact	false	table_key;table_value	2	global/sha1_d901a5ee237057a5.lua	composition:token_pair
01691eabb4a7d324	01691eabb4a7d324	typed_lua	precache	exact64	generated_exact	false	table_key	1	global/sha1_ccb576c0b2413cdd.lua	index:global/bo4.csv
3170bd9ce2d14573	170bd9ce2d14573	iw_resource	ui.generated.widgets.ingame.reticles.lightyellowdot	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
0171325b0596c3b4	0171325b0596c3b4	typed_lua	ret_sat_loot_s5micro_thermscope	exact64	generated_exact	false	function_argument;member_id	2	global/Luafile_6f0bec8f7e2c743.lua	target_local:global/Luafile_6f0bec8f7e2c743.lua
017344ee8fa33f28	017344ee8fa33f28	typed_lua	leftmarker2	exact64	generated_exact	false	table_key;unknown_numeric	2	global/Luafile_e297f25fe66f24d.lua	literal:external_1_Sourcecode
017345ee8fa340db	017345ee8fa340db	typed_lua	leftmarker3	exact64	generated_exact	false	table_key;unknown_numeric	2	global/Luafile_e297f25fe66f24d.lua	literal:external_1_Sourcecode
017347ee8fa34441	017347ee8fa34441	typed_lua	leftmarker1	exact64	generated_exact	false	table_key;unknown_numeric	2	global/Luafile_e297f25fe66f24d.lua	literal:external_1_Sourcecode
01734aee8fa3495a	01734aee8fa3495a	typed_lua	leftmarker4	exact64	generated_exact	false	table_key;unknown_numeric	2	global/Luafile_e297f25fe66f24d.lua	literal:external_1_Sourcecode
0173afed6d014666	0173afed6d014666	typed_lua	isfultonenabled	exact64	generated_exact	false	table_key	1	global/sha1_411410c112c44078.lua	token:external_1_Sourcecode
01743367bf06892a	01743367bf06892a	bo6_omnvar	ui_stealth_compass_ents_0	exact64	generated_exact	false	function_argument	2		cell:stringtable
0175c919d0e5ae29	0175c919d0e5ae29	typed_lua	tags_visible	exact64	generated_exact	false	table_key;table_value	4	global/sha1_8f773b06e5f4826d.lua	key:field
0176ed4711de030e	0176ed4711de030e	typed_lua	getonboardingwzdropkitdata	exact64	generated_exact	false	table_key	1	global/sha1_5170bf2570400ded.lua	token:external_1_Sourcecode
01773940057fa676	01773940057fa676	typed_lua	padding	exact64	generated_exact	false	table_key	1	global/sha1_7426f8eccbf5f9c7.lua	index:global/bo6sp.csv
01794fb201780c90	01794fb201780c90	typed_lua	showcasecreator	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	token:lua
017ce771914b06d9	017ce771914b06d9	typed_lua	count_label	exact64	generated_exact	false	table_key	4	global/sha1_efa6df4292261f21.lua	composition:token_pair
01805cf7e6d06bed	01805cf7e6d06bed	typed_lua	round_end_logo	exact64	generated_exact	false	table_key;table_value	4	global/sha1_4a087cda5a9aee48.lua	token:lua
0180b674ea705b69	0180b674ea705b69	typed_lua	squadmemberhealth	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
01822ae861885637	01822ae861885637	typed_lua	quad_tile	exact64	generated_exact	false	table_key	7	global/sha1_926e0b1b35659eff.lua	composition:token_pair
1186ef034267c271	186ef034267c271	iw_resource	ui.generated.widgets.toastnotificationclosingbutton	masked60	resource60	false	require_arg0	1	global/sha1_cffd011d76cbb411.lua	literal:external_1_Sourcecode
018774fa474430b1	018774fa474430b1	typed_lua	waypoint_origin	exact64	generated_exact	false	table_key;table_value	3	global/sha1_77d0728ee3c92f93.lua	index:global/bo6sp.csv
6187938694731326	187938694731326	iw_resource	lua_menu/join_party_attempt_toast_header	masked60	resource60	false	function_argument	1	global/sha1_3fafbb8e2d243179.lua	literal:external_1_Sourcecode
31891cd50609c76b	1891cd50609c76b	iw_resource	ui.generated.widgets.ingame.reticles.reticlecrosshairrpg	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
5189e9bd64e71007	189e9bd64e71007	iw_resource	menu/filter_options_caps	masked60	resource60	false	function_argument	1	global/sha1_acec1d2268e243fd.lua	literal:external_1_Sourcecode
0191e398c4caa213	0191e398c4caa213	typed_lua	getplayerrankname	exact64	generated_exact	false	table_key	1	global/sha1_42d76c3038acb2af.lua	key:field
71938b4483357027	1938b4483357027	iw_resource	direct_purchase	masked60	resource60	false	member_id	1	global/sha1_ef12107b2ff26e6e.lua	literal:external_1_Sourcecode
0193fa5323e28898	0193fa5323e28898	typed_lua	arenabluedark	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
0196129d35bd6f00	0196129d35bd6f00	typed_lua	is_rank_up	exact64	generated_exact	false	table_key;table_value	4	global/sha1_31f24225e4e1d698.lua	token:lua
019664563372e90a	019664563372e90a	iw_resource	ui.generated.widgets.challengesdailycore	exact64	generated_exact	false	require_arg0	1	global/sha1_261b95e2106dc8f5.lua	literal:external_1_Sourcecode
01abaa3de311e503	01abaa3de311e503	iw_dvar	unlock_feed_log_criticality_level	exact64	exact64	false	function_argument	1	global/sha1_79a1e575d6739aef.lua	global/bo7_lua_generated.csv
01ac75e7b2883c47	01ac75e7b2883c47	typed_lua	getmutestrategy	exact64	generated_exact	false	table_key	5	global/sha1_a4b169f68a1f32c2.lua	key:verb
01acabb58f7d2065	01acabb58f7d2065	typed_lua	silverchalice	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_ff_dumps
51af81120cc71d78	1af81120cc71d78	iw_resource	ui.generated.widgets.mutestrategyselectpopup	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
41b4649331b1304b	1b4649331b1304b	iw_resource	lua_menu/pad_back_button	masked60	resource60	false	table_value	1	global/sha1_dc5989577599a8f2.lua	literal:external_1_Sourcecode
21ba8430b22baac9	1ba8430b22baac9	iw_resource	ui.generated.widgets.footer.footeroptionsicon	masked60	resource60	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
01bb6ee6eb270dc8	01bb6ee6eb270dc8	typed_lua	buttonprompttext	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	index:global/bo6sp.csv
01bbbe8ddf5e0a5f	01bbbe8ddf5e0a5f	typed_lua	perks_vis	exact64	generated_exact	false	table_key	1	global/sha1_06851fe8929ba652.lua	target_local:global/sha1_06851fe8929ba652.lua
01bcc4ac6c4de8d2	01bcc4ac6c4de8d2	typed_lua	popuptimedyesnocancel	exact64	generated_exact	false	function_argument	1	global/sha1_acec1d2268e243fd.lua	target_local:global/sha1_acec1d2268e243fd.lua
